	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
48.17458	23.311	62.408	65.731	63.26	76.081	45.282	37.056	46.054	29.48	65.568	68.966	66.242	80.315	44.698	43.775	44.881	31.561	58.316	69.463	63.491	79.519	43.942	42.879	48.556	13.923	39.847	13.639	25.499	20.944	20.987	22.253	15.415	38.765	13.509	19.991	16.585	21.547	22.332	21.27	27.162	12.055	16.288	9.905	17.477	20.857
48.34112	23.483	62.667	66.026	63.142	76.076	45.487	37.251	46.23	29.842	65.485	69.236	66.307	80.019	44.904	43.866	44.865	31.695	58.195	69.411	63.606	79.656	44.028	43.113	48.623	14.205	40.136	13.681	26.024	20.645	21.216	22.923	16.29	38.672	13.815	20.041	16.514	21.871	22.33	21.247	27.372	12.449	16.513	10.09	17.499	20.914
48.5078	23.427	62.585	66.095	63.032	75.894	45.48	37.354	46.193	29.825	65.028	69.133	66.173	80.042	44.838	44.006	45.07	31.827	58.026	69.803	63.38	79.296	44.049	43.076	48.532	13.999	40.243	13.881	26.116	21.113	21.071	23.044	16.587	38.895	14.015	20.246	16.804	21.673	21.924	21.342	27.497	12.211	15.724	10.463	17.878	20.859
48.67446	23.693	62.711	65.884	63.192	75.727	45.584	37.524	46.442	30.301	65.814	68.874	66.351	79.995	44.883	44.056	45.2	32.168	58.123	69.631	63.45	79.415	44.176	43.177	48.827	13.927	40.602	13.268	26.889	21.488	21.567	23.168	16.89	38.927	14.374	20.472	16.757	21.776	22.397	21.657	27.843	12.248	15.859	10.403	18.077	21.039
48.84121	23.65	62.567	66.095	63.372	75.914	45.61	37.664	46.585	30.233	65.702	69.086	66.298	79.801	44.996	44.228	45.318	32.19	58.126	69.608	63.601	79.22	44.26	43.203	48.913	14.175	40.744	13.486	26.642	22.119	21.759	23.155	17.611	38.922	14.035	20.634	17.181	21.823	22.912	21.851	27.774	12.525	16.724	10.327	18.034	20.909
49.00792	23.909	62.704	66.146	63.069	75.476	45.678	37.786	46.653	30.382	65.578	68.759	66.41	79.773	45.093	44.385	45.45	32.312	58.175	69.984	63.445	79.103	44.239	43.241	48.808	14.46	40.928	13.944	26.932	22.113	21.871	23.092	17.637	38.987	14.259	20.773	17.026	22.437	22.966	22.378	27.978	12.192	16.569	10.344	18.203	21.286
49.17451	24.034	62.72	65.929	63.174	75.467	45.749	38.003	46.666	30.656	65.39	69.07	66.369	79.794	45.106	44.399	45.464	32.763	57.956	69.826	63.579	79.211	44.339	43.518	48.998	14.673	41.204	13.568	27.616	22.209	21.79	23.364	18.028	39.439	13.532	21.015	17.473	22.27	23.239	22.124	28.222	12.609	16.753	10.438	18.592	21.646
49.34119	24.085	62.147	65.912	63.157	75.359	45.678	37.962	46.653	30.528	65.725	69.081	66.234	79.363	45.211	44.385	45.508	32.576	57.911	69.368	63.709	78.985	44.121	43.358	48.691	14.548	41.485	13.915	26.932	22.201	21.665	23.444	18.518	39.163	13.35	21.39	17.612	22.173	23.319	21.909	28.066	12.69	16.335	10.403	18.379	21.109
49.50797	24.139	62.489	65.875	63.089	75.331	45.687	38.114	46.839	30.912	65.278	68.401	66.141	79.423	45.22	44.484	45.464	32.786	57.548	69.451	63.406	78.78	44.276	43.367	48.908	14.246	41.435	13.845	27.222	22.4	21.894	23.939	18.956	39.258	13.368	21.383	17.486	22.552	23.402	22.612	28.506	12.68	16.092	10.626	18.959	20.958
49.6746	24.31	62.772	65.809	63.198	75.185	45.726	38.296	46.877	30.944	65.506	68.895	66.194	79.102	45.288	44.435	45.773	32.761	57.479	69.504	63.456	78.78	44.46	43.435	48.95	14.532	41.884	14.069	27.66	22.629	22.006	24.434	18.571	39.294	14.21	21.876	17.859	22.344	23.428	22.817	28.681	12.053	16.789	10.702	18.688	21.247
49.84124	24.326	62.217	65.785	63.084	75.049	45.84	38.466	46.991	31.082	65.276	68.814	66.141	79.407	45.372	44.756	45.803	32.959	57.776	69.775	63.606	78.437	44.485	43.783	49.184	14.517	41.909	14.346	27.707	22.556	22.316	23.834	19.295	39.347	13.84	21.715	17.961	22.538	23.709	22.836	28.73	12.478	16.833	10.567	19.233	21.528
50.00801	24.587	62.387	65.775	63.165	75.233	45.847	38.508	47.028	31.128	65.559	68.683	66.393	79.032	45.262	44.614	46.008	33.237	57.476	69.38	63.511	78.535	44.377	43.585	49.099	14.841	42.24	13.968	28.288	22.76	22.548	23.477	19.582	39.211	14.109	21.948	18.022	22.913	23.969	22.798	28.75	12.893	16.687	10.543	19.026	21.553
50.17468	24.519	62.691	65.908	63.117	74.913	45.895	38.577	47.047	31.28	65.222	69.026	66.412	79.006	45.427	44.724	45.744	33.306	57.661	69.752	63.492	78.3	44.452	43.809	49.27	14.531	42.316	13.888	28.519	22.925	22.332	24.557	19.225	39.636	14.206	22.318	17.975	22.468	24.167	23.267	29.102	12.667	16.848	10.666	19.248	21.956
50.34125	24.674	62.324	66.072	62.987	74.874	45.908	38.677	47.03	31.29	64.946	68.809	66.106	78.408	45.264	44.59	45.847	33.346	57.295	69.211	63.538	77.848	44.435	43.645	49.049	15.156	42.388	13.982	28.616	22.756	22.663	24.389	20.028	39.56	14.124	22.238	18.512	23.066	24.264	23.218	29.112	12.732	17.032	10.761	19.374	22.112
50.508	24.779	62.533	65.93	62.99	75.002	45.963	38.877	47.262	31.606	65.451	68.845	66.201	78.537	45.555	44.94	46.141	33.546	57.592	69.511	63.777	78.24	44.637	43.789	49.224	15.023	42.796	14.259	29.046	23.302	22.974	24.583	20.282	39.82	14.254	22.341	18.585	22.731	24.752	23.797	29.308	12.863	17.223	10.831	19.36	21.805
50.67461	24.867	62.386	65.842	62.902	74.796	45.905	38.936	47.174	31.606	65.274	68.992	66.024	78.448	45.466	44.999	46.083	33.722	57.239	69.452	63.659	77.887	44.637	43.965	49.401	14.993	43.149	14.377	28.781	23.36	23.121	24.671	20.93	39.761	13.783	22.606	18.673	22.554	24.664	23.738	29.367	12.274	17.606	11.037	19.713	21.717
50.84126	24.973	62.217	65.756	63.202	74.696	45.987	38.907	47.256	31.817	65.276	68.755	66.288	78.231	45.578	45.05	46.155	33.753	57.629	69.687	63.577	77.643	44.662	43.989	49.507	15.399	42.879	13.905	29.295	23.879	22.904	25.069	20.353	39.935	14.369	22.832	19.02	22.715	25.15	24.042	29.671	12.507	17.51	11.272	20.027	21.528
51.00799	25.191	62.18	66.018	63.02	74.531	46.022	39.112	47.262	31.959	65.422	68.55	66.23	78.419	45.643	45.087	46.289	33.928	57.239	69.599	63.453	77.622	44.725	43.965	49.607	15.376	43.473	14.347	29.723	23.302	23.033	25.26	20.9	39.849	14.401	22.959	19.115	23.349	24.899	23.885	29.661	13.01	17.429	11.39	20.39	21.569
51.17485	25.309	62.445	65.93	63.078	74.531	46.14	39.142	47.409	32.047	65.245	68.756	66.377	78.242	45.643	45.205	46.377	34.252	57.769	69.599	63.689	77.387	44.901	44.113	49.607	15.288	43.326	13.906	30.223	23.39	22.768	25.024	21.018	39.849	14.078	23.313	19.674	23.437	25.282	23.885	30.044	12.774	17.694	11.449	20.066	21.923
51.34129	25.342	62.308	65.967	63.058	74.472	46.189	39.401	47.488	32.191	65.105	68.879	66.324	77.977	45.692	45.253	46.479	34.159	57.367	69.487	63.345	77.476	44.716	44.074	49.565	15.325	43.375	14.093	29.872	23.837	23.45	25.498	20.607	40.077	13.617	23.318	19.358	23.409	25.314	24.414	30.132	12.99	17.701	11.255	20.013	21.897
51.508	25.578	62.249	65.761	62.852	74.177	46.101	39.401	47.517	32.515	64.84	68.791	66.441	78.212	45.751	45.429	46.42	34.306	57.279	69.193	63.816	77.035	44.775	44.162	49.623	15.766	43.463	14.358	29.842	23.748	23.744	25.351	21.048	40.489	14.412	23.583	19.564	23.262	25.432	24.503	30.19	12.814	17.966	11.372	20.395	21.721
51.67472	25.666	62.661	65.82	63.264	74.442	46.013	39.548	47.605	32.456	65.105	68.761	66.265	77.712	45.692	45.253	46.509	34.423	57.132	69.193	63.61	77.035	45.011	44.28	49.623	16.207	43.875	14.417	30.548	24.248	23.832	25.498	20.901	39.989	14.735	23.377	19.652	23.262	25.844	24.473	30.279	13.167	18.289	11.637	20.454	22.044
51.84139	25.729	61.907	65.768	63.067	74.382	46.15	39.601	47.537	32.688	65.318	68.531	66.123	77.829	45.712	45.477	46.464	34.653	57.319	69.581	63.56	77.036	44.973	44.388	49.816	15.421	43.777	14.34	30.285	24.048	23.601	25.648	21.108	40.393	14.627	24.264	19.865	23.294	25.729	24.473	30.543	13.235	18.119	11.795	20.724	21.96
52.00803	25.891	62.271	65.796	62.987	74.086	46.141	39.576	47.644	32.675	64.846	68.757	66.351	77.268	45.762	45.404	46.373	34.689	57.302	69.191	63.744	77.128	45.056	44.321	49.794	15.51	44.062	14.617	30.671	24.215	23.708	25.308	21.317	40.305	14.462	24.489	20.305	23.301	25.974	24.823	30.774	13.01	18.439	11.371	21.302	22.358
52.17474	26.141	62.078	65.591	62.965	73.995	46.162	39.611	47.576	32.809	65.459	68.485	66.402	77.208	46.046	45.448	46.634	34.813	56.934	69.243	63.604	76.87	44.905	44.313	49.714	15.745	44.14	14.279	31.171	24.293	24.223	25.554	21.408	40.51	14.736	24.274	20.421	23.629	26.393	25.142	30.888	12.815	18.523	11.358	21.234	22.608
52.3414	26.137	62.448	65.817	62.956	73.82	46.23	39.851	47.644	32.9	65.16	68.684	66.367	77.179	45.851	45.547	46.796	34.848	57.07	69.5	63.507	76.634	44.972	44.351	49.785	15.796	44.296	14.444	31.376	24.405	24.306	26.282	21.173	40.371	14.492	24.854	20.618	23.716	26.245	24.997	31.006	13.098	18.868	11.668	21.229	22.253
52.50816	26.43	62.009	65.905	62.868	73.879	46.347	39.909	47.761	33.105	65.043	68.743	66.279	77.179	45.938	45.723	46.796	35.112	57.333	69.471	63.478	76.868	45.03	44.527	49.931	15.62	44.354	14.561	31.99	24.756	23.985	25.814	21.583	40.547	14.843	24.766	20.589	23.833	26.537	25.201	31.094	13.186	19.043	11.493	21.346	22.546
52.67473	26.363	61.993	65.742	62.998	73.771	46.305	40.073	47.719	33.357	64.85	68.667	66.437	77.071	46.072	45.826	46.781	35.188	57.23	69.541	63.637	76.615	45.135	44.572	49.917	16.374	44.546	14.555	31.922	25.099	23.889	26.098	21.603	40.213	14.252	25.255	20.523	23.472	26.353	25.542	31.522	13.091	19.24	11.867	21.426	22.537
52.84141	26.549	62.141	65.588	62.938	73.711	46.305	40.025	47.982	33.171	65.163	68.653	66.307	76.866	45.984	45.618	46.968	35.258	56.911	69.645	63.781	76.619	45.109	44.485	49.82	16.657	44.604	14.732	32.535	24.85	24.34	25.843	22.393	40.454	14.34	25.881	20.515	23.886	26.447	25.335	31.431	12.945	19.228	11.754	21.411	22.695
53.00818	26.528	61.953	65.926	62.779	73.351	46.289	40.095	47.703	33.416	64.918	68.816	66.295	76.739	45.909	45.689	46.72	35.415	56.868	69.254	63.623	76.288	45.034	44.673	49.893	16.314	44.675	14.739	32.545	24.858	23.998	25.764	22.578	40.612	14.288	25.539	20.872	23.662	26.602	25.52	31.616	13.332	19.528	12.023	21.419	22.645
53.17485	26.722	61.912	65.877	63.085	73.399	46.36	40.204	47.861	33.503	64.664	68.703	66.125	76.379	46.039	45.67	46.718	35.438	56.974	69.171	63.637	76.253	45.108	44.629	49.868	16.43	44.862	14.543	32.029	25.055	24.369	26.393	21.363	40.339	14.529	26.084	21.104	23.559	26.88	25.702	31.71	13.512	19.524	11.945	21.267	22.752
53.34152	26.808	62.014	65.902	62.987	73.39	46.344	40.382	47.992	33.7	65.215	69.027	66.243	76.632	45.994	45.892	47.013	35.614	57.163	69.464	63.393	76.18	45.147	44.875	50.008	16.271	44.877	14.488	33.003	25.254	24.16	26.162	22.305	40.665	14.593	25.819	21.501	23.885	26.883	25.774	31.812	13.578	20.333	12.123	21.786	22.72
53.50824	26.847	61.695	65.456	62.868	73.273	46.315	40.362	47.874	33.806	65.06	68.517	66.201	76.195	46.14	45.829	46.878	35.683	56.903	69.276	63.566	76.068	45.179	44.671	49.999	16.379	45.021	14.637	32.739	25.267	24.173	25.994	22.16	40.643	14.74	26.268	21.549	23.918	26.831	25.858	31.983	13.111	19.998	11.981	22.062	23.111
53.67486	26.973	61.944	65.678	62.972	73.234	46.24	40.491	47.975	33.933	64.873	68.476	66.19	76.477	46.153	46.017	46.922	35.841	57.035	69.235	63.583	76.262	45.221	44.859	49.984	16.62	45.297	14.701	33.361	25.538	24.706	26.265	23.19	40.713	14.309	26.568	22.082	23.81	27.54	26.218	32.314	13.526	20.24	12.249	22.042	23.178
53.84158	27.148	61.565	65.386	62.856	73.205	46.386	40.403	48.004	33.904	65.078	68.651	66.219	76.068	46.182	45.93	46.981	35.899	56.685	69.206	63.437	75.65	45.133	44.684	50.071	16.474	45.238	14.526	33.536	25.159	24.736	26.411	22.84	40.568	14.542	26.801	21.702	23.665	27.015	26.218	32.489	13.38	20.473	12.337	22.158	22.857
54.00817	27.223	61.889	65.595	62.976	73.011	46.5	40.602	48.234	33.868	64.762	68.745	66.225	76.107	46.266	46.015	47.186	36.098	56.951	69.241	63.469	75.775	45.334	44.709	50.128	16.839	45.265	14.743	33.877	25.175	25.015	26.254	23.297	40.884	14.555	26.994	22.156	24.208	27.266	26.589	32.597	13.451	20.693	12.349	21.97	22.961
54.17493	27.486	62.005	65.508	62.83	73.156	46.354	40.602	48.03	34.189	65.024	68.512	66.108	76.107	46.208	46.015	47.127	36.098	57.126	69.183	63.469	75.541	45.305	44.768	50.274	17.16	45.586	14.743	33.644	25.701	24.957	26.809	22.801	41.001	14.671	26.994	22.185	24.296	27.529	26.618	32.597	13.626	21.043	12.67	22.583	23.487
54.34145	27.626	62.087	65.818	63.114	73.02	46.535	40.671	48.24	34.348	65.131	68.528	66.329	75.855	46.244	46.136	47.126	36.255	56.974	69.55	63.812	75.525	45.283	44.891	49.985	16.897	45.533	15.184	34.041	25.696	24.981	26.685	23.52	40.835	14.558	26.988	22.562	24.521	27.959	26.372	32.789	13.629	20.894	12.645	22.375	23.015
54.50823	27.696	62.084	65.755	62.907	72.981	46.509	40.793	48.156	34.472	64.893	68.464	66.119	75.903	46.334	46.138	47.3	36.406	56.768	69.048	63.371	75.254	45.404	44.807	50.19	16.969	45.681	14.705	34.254	26.029	24.964	26.9	23.005	41.072	14.72	27.204	22.721	24.211	27.474	26.935	32.768	13.703	21.14	12.4	22.3	22.968
54.67489	27.731	61.886	65.678	62.768	72.884	46.678	40.87	48.267	34.371	64.873	68.068	66.16	75.806	46.357	46.192	47.476	36.453	56.948	69.323	63.67	75.416	45.542	45.034	50.45	17.174	45.647	15.43	35.141	26.238	25.29	26.674	22.84	41.151	14.979	27.706	22.957	24.073	27.802	26.918	33.072	13.963	21.727	12.687	23.208	23.294
54.8417	27.815	61.949	65.529	62.945	72.632	46.587	41.019	48.35	34.73	65.599	68.44	66.241	75.642	46.295	46.273	47.255	36.632	56.662	69.462	63.497	75.198	45.482	45.03	50.381	17.296	45.991	14.745	34.719	26.004	25.055	26.873	23.442	40.861	14.614	27.819	22.872	24.183	27.796	26.845	33.086	13.683	21.64	12.731	22.945	23.321
55.0083	28.016	62.172	65.784	62.994	72.719	46.684	40.968	48.389	34.763	64.834	68.58	66.236	75.554	46.334	46.372	47.475	36.639	56.418	69.078	63.604	75.225	45.491	44.865	50.365	17.29	45.856	15.667	34.924	25.942	25.168	26.988	23.413	41.364	14.516	28.078	23.245	24.123	27.853	27.197	33.467	13.936	21.665	12.924	22.912	23.61
55.17498	28.156	61.496	65.6	62.929	72.904	46.749	41.094	48.453	34.806	64.853	68.771	66.165	75.477	46.37	46.347	47.444	36.707	56.442	69.007	63.452	75.005	45.441	45.017	50.366	17.551	46.006	14.884	35.116	25.996	25.571	26.544	23.694	41.023	15.015	28.334	23.475	23.853	28.398	26.806	33.338	13.852	21.981	12.812	22.966	23.4
55.34155	28.156	61.933	65.774	62.987	72.467	46.574	41.036	48.424	34.922	64.912	68.102	66.223	75.36	46.37	46.434	47.356	36.707	56.355	69.182	63.393	74.772	45.382	45.075	50.337	17.463	46.006	14.884	35.669	25.996	25.367	26.544	23.694	40.936	14.869	28.13	23.33	24.086	28.252	26.922	33.571	14.23	22.214	12.637	23.402	23.458
55.50835	28.415	61.486	65.855	62.803	72.671	46.613	41.13	48.376	35.131	64.817	68.271	66.276	75.039	46.409	46.387	47.372	37.006	56.431	69.118	63.617	74.827	45.508	45.143	50.38	17.457	46.046	15.049	35.788	25.933	25.655	26.891	24.277	41.089	15.209	28.623	23.441	23.939	28.164	27.624	33.69	14.338	22.676	12.801	23.224	23.659
55.67486	28.633	61.436	65.595	62.954	72.428	46.665	41.187	48.398	34.958	64.557	68.299	65.985	75.031	46.431	46.29	47.559	37.033	56.498	69.06	63.419	74.735	45.415	45.049	50.397	17.594	46.154	15.483	35.648	25.95	25.612	27.195	23.441	41.173	14.769	29.014	23.285	24.271	28.583	27.6	33.724	13.955	22.576	12.887	22.861	23.558
55.84161	28.592	61.555	65.454	62.929	72.409	46.545	41.298	48.54	35.068	65.028	68.422	65.961	74.924	46.515	46.434	47.531	37.231	56.617	69.095	63.481	74.772	45.528	45.192	50.454	17.9	46.181	15.321	35.844	26.316	25.134	27.068	24.072	41.023	15.19	29.178	23.825	24.523	28.311	27.621	33.949	14.055	23.35	13.132	23.024	23.837
56.00835	28.833	61.452	65.599	62.907	72.381	46.593	41.27	48.441	35.194	65.143	68.065	65.868	74.782	46.476	46.272	47.497	37.174	56.689	69.378	63.372	74.404	45.609	45.123	50.517	17.866	46.195	15.303	36.415	26.156	25.613	27.192	23.923	41.312	15.14	29.33	24.018	24.091	28.576	27.67	33.909	14.411	23.246	13.144	23.213	23.878
56.17493	28.829	61.663	65.73	62.976	72.235	46.758	41.4	48.578	35.437	64.896	68.461	66.118	74.867	46.728	46.469	47.616	37.304	56.813	69.484	63.528	74.341	45.481	45.288	50.515	17.912	46.333	15.109	36.566	26.352	25.258	27.275	24.419	40.95	15.063	29.618	24.241	24.554	28.603	27.558	33.856	14.306	23.589	13.472	23.177	23.698
56.34168	28.958	61.555	65.616	63.04	71.936	46.722	41.456	48.6	35.38	64.463	68.548	66.205	74.86	46.547	46.576	47.599	37.418	56.909	68.902	63.708	74.481	45.593	45.34	50.619	18.164	46.354	14.99	36.949	26.746	25.709	27.055	24.717	41.237	15.466	29.514	24.665	24.536	28.556	27.913	34.326	14.708	23.836	13.179	23.454	24.003
56.50833	29.035	61.848	65.388	62.869	72.09	46.806	41.364	48.597	35.519	64.758	68.321	66.356	75.101	46.573	46.603	47.716	37.53	56.766	69.286	63.566	74.547	45.56	45.424	50.502	18.325	46.468	15.061	36.97	26.181	25.581	27.422	24.418	41.262	15.247	29.677	24.682	24.526	28.691	28.108	34.202	14.635	23.882	13.337	23.471	24.34
56.67504	29.28	61.71	65.565	62.846	72.139	46.771	41.565	48.618	35.607	64.702	68.32	66.181	74.135	46.537	46.622	47.757	37.643	56.426	69.256	63.659	74.368	45.642	45.301	50.663	18.373	46.517	15.407	37.323	26.459	25.509	27.203	24.629	41.374	15.621	30.183	24.437	24.508	28.557	28.229	34.236	14.165	23.723	13.654	23.254	24.122
56.84165	29.399	61.499	65.579	62.777	71.938	46.693	41.522	48.627	35.655	64.658	68.476	65.989	74.37	46.604	46.512	47.667	37.513	56.563	69.064	63.648	73.967	45.508	45.368	50.579	18.355	46.494	15.543	37.433	26.35	25.4	27.032	24.452	41.329	15.407	30.127	24.62	24.539	29.023	28.079	34.259	14.444	24.54	13.76	23.581	24.185
57.00832	29.456	61.924	65.601	62.623	71.937	46.79	41.558	48.666	35.863	64.564	68.297	66.273	74.31	46.759	46.756	47.828	37.723	57.133	69.232	63.639	74.138	45.633	45.233	50.882	18.379	46.622	15.62	37.32	26.694	25.947	27.233	24.947	41.424	15.688	30.474	24.558	24.712	28.877	28.111	34.349	14.406	24.77	13.548	23.432	24.415
57.17508	29.532	61.84	65.635	62.858	72.033	46.932	41.611	48.779	35.799	64.685	68.303	66.338	74.203	46.843	46.754	47.829	37.921	56.584	69.5	63.672	74.059	45.745	45.52	50.823	18.743	46.678	15.574	37.69	26.827	25.5	27.542	25.548	41.449	15.73	30.58	25.068	24.847	28.78	28.538	34.661	14.739	24.875	13.647	23.594	24.2
57.34176	29.76	61.547	65.589	63.023	72.074	46.85	41.599	48.725	35.883	64.697	68.161	66.284	74.132	46.761	46.694	47.837	37.734	56.698	69.127	63.547	73.85	45.668	45.264	50.843	18.554	46.677	15.926	37.462	26.629	25.91	27.134	25.153	41.318	15.702	30.747	24.901	24.638	29.092	28.573	34.723	14.94	24.933	13.738	23.57	24.839
57.50848	29.71	61.378	65.512	62.799	71.716	46.786	41.676	48.777	36.044	64.764	68.087	65.977	74.034	46.668	46.748	47.81	37.899	56.182	69.11	63.351	73.836	45.777	45.432	50.725	18.672	46.789	15.662	38.172	27.04	25.713	27.199	25.049	41.251	15.845	30.959	24.732	24.994	29.072	28.558	34.564	14.852	25.461	13.764	23.547	24.469
57.67513	30.039	61.578	65.333	62.882	71.823	46.847	41.71	48.722	36.051	64.759	68.11	66.145	74.054	46.729	46.721	47.867	38.106	56.295	69.567	63.724	74.06	45.838	45.464	50.958	19.148	46.704	15.852	38.266	26.704	25.783	27.326	25.203	41.69	15.658	31.259	25.671	24.888	28.879	28.624	34.687	14.607	25.588	13.635	24.08	24.886
57.84179	30.091	62.017	65.417	62.682	71.892	46.872	41.741	48.63	36.115	64.265	68.103	66.023	73.749	46.782	46.771	47.849	37.963	56.736	69.098	63.523	73.47	45.605	45.489	50.917	19.295	46.755	15.778	38.334	27.021	25.781	27.696	25.305	41.401	15.351	31.279	25.38	24.852	29.131	28.636	34.612	14.646	25.727	13.591	23.47	24.882
58.00847	30.092	61.681	65.627	62.72	71.546	46.949	41.849	48.793	36.197	64.561	67.935	66.057	73.78	46.801	46.817	48.035	37.984	56.428	69.248	63.561	73.791	45.654	45.508	50.99	19.243	46.743	15.788	38.734	27.082	25.668	27.409	25.679	41.393	15.418	31.626	25.442	25.083	28.929	28.575	34.724	14.886	26.393	14.178	24.254	24.768
58.17504	30.283	61.413	65.798	62.975	71.844	46.898	41.852	48.83	36.312	65.282	68.051	66.057	73.526	46.808	46.885	47.966	38.19	56.333	69.422	63.382	73.275	45.862	45.659	51.061	19.398	46.955	16.225	39.05	26.749	26.058	27.888	25.615	41.513	15.538	31.847	25.628	24.87	28.803	29.207	35.067	14.891	26.266	13.777	23.776	24.668
58.34188	30.465	61.457	65.555	62.817	71.776	47.027	42.009	48.843	36.41	64.605	68.474	66.567	73.689	46.879	46.985	48.154	38.462	56.609	69.758	63.659	73.611	45.903	45.701	50.988	19.319	47.055	16.058	38.83	26.786	25.749	27.289	26.146	41.641	15.689	32.002	25.637	24.417	29.073	29.16	35.223	14.898	26.593	14.073	24.248	25.429
58.50853	30.488	61.676	65.762	62.8	71.47	46.955	41.916	48.828	36.497	64.581	68.587	65.958	73.272	46.749	46.994	48.091	38.253	56.337	69.438	63.352	73.372	45.864	45.571	50.934	19.731	47.007	16.599	39.037	26.99	26.443	27.286	26.128	41.604	15.537	32.425	25.928	25.046	29.152	28.85	35.23	14.772	26.674	14.268	23.902	25.166
58.67525	30.642	61.5	65.555	62.854	71.635	46.958	41.921	49.004	36.619	64.662	67.917	66.039	73.408	47.041	46.938	48.176	38.46	56.421	69.056	63.464	73.249	45.752	45.545	50.992	19.888	47.154	16.182	39.217	27.059	26.05	27.729	26.194	41.551	15.639	32.174	25.651	25.085	29.248	28.944	35.093	14.672	27.088	14.313	23.856	25.35
58.8419	30.816	61.413	65.872	62.883	71.432	47.045	41.979	48.917	36.561	64.547	68.436	66.183	73.235	46.983	47.025	48.176	38.633	56.565	69.028	63.666	73.422	45.839	45.776	51.252	20.176	47.067	16.24	39.448	26.886	26.137	27.527	25.877	41.724	15.956	32.665	25.536	24.767	29.219	29.002	35.122	15.393	27.088	14.053	23.885	25.408
59.00859	30.864	60.994	65.711	62.693	71.442	47.032	42.14	48.962	36.636	64.184	67.986	66.166	73.187	46.797	47.098	47.93	38.447	55.771	69.097	63.448	73.202	45.884	45.619	50.978	20.082	47.227	16.522	39.206	27.137	26.128	27.691	26.299	41.74	15.979	32.655	25.787	24.902	29.412	29.164	35.371	14.809	27.425	13.96	24.136	25.486
59.17529	30.874	61.655	65.591	62.834	71.232	46.977	42.058	48.964	36.7	64.41	68.297	66.073	73.237	46.858	46.984	48.073	38.625	56.201	69.177	63.617	73.022	45.887	45.593	50.95	20.239	47.027	16.22	39.558	26.918	26.139	27.673	26.855	41.514	15.879	33.068	26.058	24.999	29.306	29.489	35.522	15.373	27.464	14.236	24.205	25.641
59.34192	30.951	61.725	65.747	62.789	71.53	46.993	42.046	48.951	36.861	64.797	68.193	65.797	73.074	46.902	47.0	48.116	38.584	56.099	69.045	63.601	72.888	45.846	45.666	51.109	20.288	47.215	16.214	39.634	26.823	25.958	27.664	26.701	41.415	16.045	33.26	26.454	25.307	29.556	29.392	35.482	14.876	27.829	14.287	24.456	25.747
59.5086	31.191	61.615	65.612	62.854	71.288	46.929	42.239	48.975	36.907	64.662	68.667	66.097	73.062	46.983	47.054	48.176	38.806	56.133	68.854	63.55	72.787	45.81	45.892	51.079	20.407	47.182	16.442	39.823	27.377	26.165	27.787	26.8	41.897	16.072	33.444	26.228	25.2	29.392	29.781	35.612	15.162	28.012	14.342	24.289	25.956
59.67527	31.267	61.387	65.762	62.8	71.297	46.897	42.176	49.088	36.902	64.176	68.414	66.305	72.983	47.009	47.081	48.293	38.831	55.99	69.149	63.669	72.996	46.008	45.802	51.136	20.886	47.267	16.08	40.047	27.221	26.067	27.748	27.255	41.604	15.883	33.233	26.245	25.306	29.787	29.803	35.461	15.234	28.493	14.095	24.335	25.888
59.84198	31.383	61.232	65.726	62.791	71.383	47.081	42.299	48.983	37.11	64.4	68.091	66.126	72.779	46.962	47.093	48.309	38.868	56.239	69.028	63.545	72.906	46.075	45.783	51.236	20.824	47.308	16.821	40.341	27.449	26.44	27.688	27.951	41.699	16.336	33.667	26.531	25.825	29.613	30.414	35.522	14.937	28.406	14.634	24.447	26.32
60.00858	31.365	61.348	65.626	62.699	71.002	47.111	42.194	49.271	37.126	64.388	68.36	65.906	72.922	47.078	47.146	48.345	38.905	56.155	68.952	63.396	72.708	45.994	45.698	51.254	21.482	47.361	16.374	40.534	27.325	26.114	27.905	27.602	41.65	16.205	33.702	26.465	25.23	29.681	29.976	35.633	15.208	28.906	14.303	24.41	25.7
60.17528	31.672	61.773	65.509	62.78	71.24	47.089	42.313	49.077	37.127	64.732	68.275	65.935	72.783	47.057	47.127	48.305	38.996	56.319	69.27	63.65	72.423	45.97	45.763	51.151	21.207	47.429	16.233	40.966	27.368	26.041	28.182	27.915	41.567	16.671	33.607	26.508	25.277	29.643	29.944	35.601	15.069	28.868	14.393	24.107	25.947
