	MG1655-1	PUTR3-1_1	PUTR4-3_1	PUTR5-6_1	PUTR7-7_1	PUTR8-10_1	cspC-1	proV-1	MG1655-2	PUTR3-1_2	PUTR4-3_2	PUTR5-6_2	PUTR7-7_2	PUTR8-10_2	cspC-2	proV-2	MG1655-3	PUTR3-1_3	PUTR4-3_3	PUTR5-6_3	PUTR7-7_3	PUTR8-10_3	cspC-3	proV-3	yeaR-1	pstS-1	proV_cspC-1	proV_yobF-1	proV_nagC-1	proV_wbbK-1	proV_ptsP-1	proV_ptsP_wbbK-1	yeaR-2	pstS-2	proV_cspC-2	proV_yobF-2	proV_nagC-2	proV_wbbK-2	proV_ptsP-2	proV_ptsP_wbbK-2	yeaR-3	pstS-3	proV_cspC-3	proV_yobF-3	proV_nagC-3	proV_wbbK-3	proV_ptsP-3	proV_ptsP_wbbK-3
45.00746	3.118	45.761	36.952	45.516	39.151	5.268	18.658	4.214	4.717	44.287	36.15	44.089	36.693	73.638	24.057	6.595	6.168	44.557	37.535	46.003	37.527	76.826	19.1	5.094	31.424	4.667	27.045	29.091	2.929	16.895	3.424	2.095	4.044	3.894	14.873	9.702	3.572	11.103	3.14	1.596	1.632	2.63	1.886	1.263	0.888	2.142	1.451	0.908
45.17427	3.419	46.526	37.034	45.734	39.37	5.678	19.095	4.187	4.88	44.096	36.642	43.652	36.857	74.048	24.084	6.458	6.032	44.557	37.672	46.359	37.363	75.925	19.264	5.231	31.424	4.694	27.291	29.501	2.929	17.141	3.37	1.986	4.181	3.948	15.283	10.112	3.654	11.267	3.276	1.487	1.905	2.658	1.968	1.4	0.833	2.224	1.615	0.744
45.34081	3.286	46.593	37.563	45.746	39.408	5.763	19.156	4.135	4.857	44.026	36.734	44.292	37.113	73.628	24.502	6.599	6.2	44.734	37.464	46.207	37.483	76.188	19.243	5.18	31.843	4.699	27.491	29.619	3.069	17.584	3.455	2.154	4.076	3.98	15.753	9.926	3.576	11.108	3.28	1.436	1.99	2.497	1.971	1.43	0.809	2.227	1.673	0.829
45.50755	3.348	46.152	36.982	45.605	39.757	6.017	19.606	4.115	4.947	44.487	36.591	43.988	36.915	74.019	24.709	6.524	6.263	45.771	38.222	46.559	37.749	75.814	19.694	5.298	31.972	4.846	27.48	29.883	2.912	17.432	3.463	2.106	4.195	3.906	15.874	9.853	3.582	11.227	3.287	1.579	1.915	2.559	1.978	1.41	0.979	2.151	1.625	0.835
45.67413	3.363	46.527	37.379	46.117	40.127	6.359	19.741	4.21	4.908	45.465	36.989	44.446	37.01	74.226	24.904	6.622	6.144	44.921	37.58	46.498	38.01	76.651	20.105	5.314	32.668	4.73	27.623	29.727	2.953	17.622	3.559	2.039	4.158	3.978	16.117	10.036	3.542	11.328	3.164	1.619	1.928	2.656	1.909	1.504	0.691	2.301	1.61	0.819
45.8409	3.461	47.862	38.022	46.384	39.923	6.402	20.095	4.251	5.007	45.514	37.387	44.137	37.49	74.215	25.208	6.747	6.298	46.205	38.197	46.464	37.915	76.613	19.886	5.193	33.337	4.833	28.15	30.147	2.94	17.701	3.656	2.191	4.177	3.995	16.469	10.301	3.692	11.43	3.314	1.523	1.721	2.671	2.004	1.463	0.922	2.177	1.705	0.995
46.0075	3.45	48.314	38.247	45.965	40.282	6.939	19.976	4.19	4.884	45.966	36.762	44.538	37.496	74.147	25.513	6.79	6.2	45.991	37.956	46.097	38.029	75.669	20.145	5.372	34.904	4.672	28.283	30.22	2.905	17.748	3.592	2.072	4.213	3.98	16.245	10.117	3.494	11.381	3.362	1.49	1.772	2.661	2.108	1.348	0.809	2.117	1.618	0.966
46.17412	3.625	47.066	37.731	45.973	40.177	7.251	20.46	4.282	4.814	45.62	37.23	44.383	37.499	74.255	25.728	6.938	6.349	46.359	38.315	46.571	38.416	76.597	20.549	5.384	35.892	4.961	28.473	30.302	2.943	18.122	3.767	2.247	4.309	4.075	17.439	10.213	3.531	11.56	3.4	1.609	1.781	2.672	2.09	1.413	0.982	2.482	1.683	1.002
46.3408	3.419	47.947	37.772	46.253	39.889	7.618	20.789	4.378	4.935	45.981	36.86	44.663	37.649	74.212	25.97	6.759	6.332	46.388	38.3	46.441	38.319	77.263	20.931	5.504	36.834	4.776	28.029	31.003	2.929	18.179	3.752	2.232	4.208	3.894	17.305	10.249	3.49	11.677	3.276	1.569	1.823	2.658	2.104	1.4	0.806	2.306	1.67	0.963
46.50747	3.501	48.22	37.28	46.089	40.49	7.809	21.035	4.378	4.962	46.391	37.024	44.007	37.813	74.294	26.134	6.868	6.414	46.989	38.519	46.523	38.702	77.345	20.985	5.532	37.107	4.913	28.685	31.113	3.147	18.261	3.698	2.068	4.208	4.14	17.961	10.358	3.572	11.732	3.44	1.651	1.823	2.794	2.104	1.482	0.833	2.196	1.67	1.154
46.67423	3.54	48.366	37.803	46.289	40.768	8.231	21.164	4.443	5.193	46.237	37.056	44.918	38.008	74.62	26.404	6.962	6.345	47.029	38.469	46.805	39.062	76.497	21.198	5.599	38.041	4.846	28.793	30.976	3.021	18.581	3.845	2.188	4.222	4.125	17.734	10.29	3.528	11.692	3.369	1.661	1.723	2.669	2.196	1.41	0.815	2.288	1.789	0.917
46.84091	3.391	48.47	37.953	46.2	40.975	8.439	21.601	4.484	4.991	46.614	37.59	44.528	38.296	74.473	26.791	7.059	6.472	47.0	38.702	46.58	38.94	77.581	21.226	5.56	38.14	4.73	28.909	31.643	3.008	18.442	3.696	2.285	4.24	4.142	17.923	10.61	3.542	11.793	3.465	1.51	1.846	2.519	2.1	1.286	0.91	2.164	1.638	0.847
47.00763	3.61	48.224	38.282	46.5	40.92	9.041	21.629	4.511	5.155	47.49	37.809	44.583	38.461	74.746	27.038	7.142	6.445	46.562	38.866	46.744	39.104	76.979	21.883	5.615	38.55	4.812	28.854	32.08	2.926	18.278	3.724	2.176	4.295	4.06	18.716	10.61	3.678	11.875	3.574	1.674	1.846	2.519	2.045	1.368	0.937	2.164	1.638	0.819
47.17427	3.512	48.585	37.857	46.289	41.124	9.543	21.875	4.306	5.056	46.92	37.357	44.453	38.774	74.839	27.005	7.071	6.427	47.193	38.66	46.723	39.171	77.837	22.018	5.681	39.518	4.956	29.285	31.468	2.994	18.526	3.791	2.188	4.304	4.043	18.472	10.755	3.528	11.856	3.478	1.579	1.696	2.669	2.114	1.601	0.815	2.069	1.625	0.89
47.34105	3.446	49.099	38.145	46.446	41.358	9.889	21.902	4.456	5.045	47.49	37.18	44.583	38.789	74.91	27.284	7.087	6.472	47.629	39.003	46.99	39.597	77.28	21.965	5.56	40.794	5.113	29.237	32.08	2.953	18.935	4.025	2.121	4.377	4.224	19.045	10.857	3.624	11.958	3.492	1.619	2.174	2.766	2.264	1.45	1.019	2.137	1.774	0.901
47.50766	3.61	49.674	37.707	46.5	42.261	10.436	22.313	4.484	5.155	47.572	37.563	44.938	38.953	75.266	27.448	7.142	6.527	47.958	38.237	46.826	39.898	77.034	22.321	5.697	40.712	5.031	29.73	32.08	3.117	18.935	3.888	2.258	4.405	4.224	19.4	10.72	3.706	11.93	3.547	1.838	2.283	2.738	2.264	1.422	0.937	2.246	1.774	0.901
47.67432	3.669	49.244	38.493	46.948	41.539	10.874	22.353	4.463	5.103	47.797	37.745	44.675	39.135	75.159	27.836	7.2	6.582	48.15	38.885	47.272	39.806	76.954	22.632	5.672	41.654	5.027	29.787	32.762	3.069	18.923	3.783	2.236	4.377	4.281	19.525	10.745	3.603	11.983	3.553	1.682	1.908	2.661	2.326	1.43	0.918	2.309	1.591	0.966
47.84099	3.547	49.977	38.425	46.668	41.938	11.111	22.901	4.586	5.065	47.602	38.089	44.723	39.041	75.148	28.17	7.161	6.6	48.615	38.982	47.13	40.177	77.764	22.798	5.689	41.701	4.939	29.794	32.144	3.11	19.25	3.88	2.196	4.395	4.161	20.098	10.956	3.617	12.112	3.622	1.585	2.031	2.676	2.367	1.361	0.903	2.24	1.631	1.005
48.00771	3.766	49.07	38.297	46.667	42.353	11.816	23.043	4.699	5.118	48.388	37.85	44.858	39.131	75.16	28.111	7.133	6.597	48.847	39.072	47.045	40.101	77.828	23.265	5.851	42.302	4.902	29.514	32.159	3.086	18.794	3.909	2.47	4.445	4.35	19.969	11.086	3.647	12.214	3.597	1.726	1.708	2.705	2.18	1.557	0.909	2.354	1.664	0.985
48.17437	3.587	49.736	38.465	46.784	42.468	12.076	23.31	4.573	5.13	48.07	37.964	44.784	39.518	75.159	28.355	7.364	6.61	48.779	38.393	47.327	40.216	77.363	23.124	5.864	42.556	5.0	30.306	33.144	3.096	19.06	3.865	2.4	4.377	4.144	20.235	11.101	3.685	12.229	3.553	1.6	1.908	2.798	2.244	1.403	0.754	2.281	1.755	0.911
48.34098	3.786	49.465	37.984	47.139	42.842	12.722	23.565	4.521	5.222	48.623	37.978	45.385	39.505	75.539	29.006	7.345	6.649	49.066	39.145	47.602	40.67	77.636	23.657	5.901	42.991	5.074	30.715	32.985	3.046	19.639	3.981	2.269	4.583	4.182	20.543	11.227	3.689	12.273	3.639	1.711	1.937	2.695	2.302	1.459	0.919	2.392	1.866	0.992
48.50779	3.723	50.179	38.237	47.032	42.956	13.26	23.715	4.596	5.241	48.734	37.82	45.032	39.593	75.503	29.071	7.31	6.695	49.559	39.342	47.249	41.195	77.408	24.025	5.811	43.542	5.119	30.587	32.582	3.285	19.626	4.11	2.289	4.573	4.256	21.022	11.381	3.682	12.428	3.632	1.705	1.958	2.687	2.268	1.289	1.022	2.304	1.695	1.151
48.67432	3.786	50.526	38.486	47.246	42.846	14.164	23.816	4.579	5.33	49.217	38.614	44.808	40.004	75.604	29.302	7.317	6.701	50.146	39.398	47.789	40.921	77.591	24.041	6.091	43.974	5.092	30.46	33.601	3.185	19.756	4.338	2.325	4.523	4.399	20.987	11.493	3.692	12.512	3.615	1.688	2.079	2.723	2.333	1.519	0.842	2.206	1.789	0.89
48.84104	3.669	50.501	38.493	47.222	43.343	14.481	24.185	4.709	5.212	49.109	37.937	44.894	39.983	75.733	29.339	7.637	6.746	49.38	38.694	47.109	41.473	77.691	24.053	5.918	44.278	5.109	30.88	33.39	3.069	19.825	4.029	2.509	4.595	4.445	21.547	11.347	3.903	12.502	3.717	1.846	2.1	2.798	2.244	1.43	0.891	2.473	1.7	0.829
49.00766	3.676	50.636	38.076	47.3	43.256	15.121	24.445	4.634	5.275	49.025	38.888	45.246	40.114	75.687	29.766	7.536	6.673	49.818	39.453	47.652	41.167	78.493	24.369	6.2	44.056	5.12	31.199	33.492	3.158	19.756	4.256	2.516	4.468	4.289	22.026	11.439	3.774	12.649	3.642	1.606	1.942	2.751	2.333	1.492	0.979	2.288	1.707	1.054
49.17438	3.833	50.856	37.973	47.495	43.616	15.629	24.868	4.737	5.185	49.574	38.128	45.276	40.201	75.678	29.831	7.446	6.828	49.626	39.213	47.6	41.555	77.773	24.682	5.946	43.977	5.082	30.88	33.827	3.233	20.153	4.166	2.4	4.595	4.199	22.203	11.675	3.74	12.475	3.608	1.654	1.854	2.661	2.272	1.43	0.836	2.199	1.7	0.802
49.34114	3.68	51.058	38.25	47.422	43.705	16.466	25.136	4.665	5.279	49.23	38.078	45.148	40.453	76.033	30.049	7.485	6.76	49.914	39.163	47.665	41.67	77.91	25.088	6.095	43.576	5.289	31.235	33.747	3.189	19.927	4.259	2.192	4.527	4.239	22.279	11.69	3.75	12.654	3.864	1.746	2.027	2.891	2.364	1.495	0.846	2.373	1.71	0.92
49.50775	3.602	50.599	37.942	47.841	43.446	17.251	25.228	4.699	5.309	49.699	37.932	45.568	40.141	75.706	30.433	7.625	6.897	49.912	39.509	47.891	41.631	77.746	25.041	6.179	43.203	5.23	31.071	34.59	3.14	20.051	4.155	2.388	4.581	4.295	23.165	11.796	3.756	12.651	3.679	1.59	1.899	2.732	2.262	1.585	0.909	2.272	1.691	1.039
49.67446	3.625	50.894	38.77	47.777	44.115	17.861	25.382	4.802	5.279	49.777	37.996	45.422	40.015	76.06	30.541	7.731	6.76	50.023	39.327	47.446	42.108	77.773	25.17	6.122	43.33	5.18	31.536	34.103	3.244	20.31	4.341	2.274	4.445	4.403	23.127	11.744	3.695	12.927	3.728	1.746	1.945	2.891	2.418	1.659	0.818	2.154	1.71	1.084
49.84108	3.676	51.729	38.349	47.437	43.721	18.73	25.73	4.825	5.275	50.392	38.286	45.492	40.305	75.878	30.915	7.891	6.837	50.747	39.699	47.57	42.233	78.056	25.545	6.2	41.268	5.092	31.636	34.476	3.185	20.303	4.119	2.325	4.605	4.289	22.955	11.931	3.829	12.84	3.779	1.743	2.27	2.751	2.36	1.492	0.979	2.315	1.761	0.89
50.00778	3.86	51.621	38.657	47.878	44.108	19.182	25.77	4.791	5.294	50.339	38.046	45.686	40.584	76.142	31.061	7.828	6.856	50.801	39.787	48.038	42.402	77.965	25.283	6.164	40.944	5.328	31.7	34.729	3.233	20.454	4.275	2.591	4.759	4.445	23.269	11.893	3.822	12.803	3.936	1.846	2.072	2.907	2.354	1.485	0.891	2.309	1.7	1.048
50.17447	3.704	51.374	38.404	47.929	43.639	20.452	26.085	4.907	5.385	50.447	37.849	45.546	40.688	76.288	31.489	7.837	6.919	50.665	39.562	48.035	42.425	78.685	25.736	6.364	39.354	5.202	31.964	34.749	3.158	20.768	4.42	2.434	4.714	4.453	23.748	11.821	3.829	13.086	3.97	1.77	2.024	2.669	2.333	1.519	0.979	2.233	1.679	0.999
50.34118	3.922	51.401	38.595	48.203	43.776	20.78	26.249	4.99	5.385	49.928	38.478	45.628	41.043	76.206	31.516	7.809	7.083	51.048	39.89	47.953	42.643	78.466	26.119	6.337	40.01	5.284	31.718	34.64	3.24	20.768	4.201	2.516	4.714	4.535	24.568	12.177	3.829	13.004	3.888	1.934	1.778	2.669	2.36	1.492	1.006	2.37	1.707	0.808
50.50781	3.778	51.867	38.766	48.069	43.999	21.45	26.562	4.983	5.376	50.913	38.019	45.987	40.857	76.252	31.635	7.746	6.938	50.637	39.295	47.874	42.621	78.265	26.567	6.328	39.55	5.191	32.0	34.975	3.178	21.055	4.357	2.4	4.759	4.69	24.581	12.057	3.74	12.994	4.018	1.764	1.854	2.579	2.326	1.43	0.809	2.309	1.755	1.075
50.67447	3.762	51.925	38.806	48.348	44.063	21.915	26.722	4.969	5.278	50.942	37.894	46.484	41.332	76.371	31.871	7.867	6.893	51.045	39.552	48.534	42.493	78.274	26.535	6.175	37.457	5.225	32.127	34.853	3.328	21.027	4.342	2.63	4.768	4.673	24.905	12.365	3.835	13.192	4.031	1.805	2.141	2.892	2.586	1.554	0.96	2.269	1.742	0.9
50.84121	3.723	51.531	38.747	48.256	43.865	22.959	27.081	4.985	5.266	50.52	38.271	45.656	41.19	76.453	32.363	7.854	6.879	50.866	39.438	47.951	42.596	78.165	26.647	6.435	37.534	5.209	32.536	35.069	3.235	20.952	4.576	2.374	4.753	4.36	25.046	12.213	3.824	13.204	3.938	1.713	1.968	2.772	2.33	1.49	0.978	2.204	1.651	1.191
51.00786	3.704	51.674	38.705	48.531	44.131	23.487	27.261	4.99	5.385	50.638	38.478	45.656	41.289	76.37	32.336	8.001	7.083	50.884	39.945	48.145	42.944	78.739	26.967	6.419	37.713	5.448	32.62	35.105	3.185	21.233	4.365	2.516	4.714	4.453	25.279	12.341	3.856	13.086	3.943	1.852	1.997	2.751	2.442	1.574	0.924	2.288	1.898	1.081
51.17444	3.793	51.919	38.863	48.473	44.29	24.13	27.386	4.914	5.584	50.829	37.788	46.008	41.393	76.598	32.874	8.064	7.038	52.252	40.24	48.388	43.295	78.612	26.901	6.619	37.899	5.513	32.365	34.906	3.274	21.493	4.509	2.497	4.888	4.571	25.897	12.406	3.863	13.261	3.895	2.023	2.031	2.895	2.422	1.58	1.013	2.376	1.905	1.224
51.34134	3.821	52.02	38.352	48.742	44.211	23.752	27.577	5.054	5.309	51.665	38.26	46.196	41.644	76.525	32.727	8.117	7.061	52.015	39.591	48.219	43.105	78.648	27.198	6.507	36.512	5.23	32.737	35.519	3.331	21.28	4.564	2.552	4.772	4.541	26.087	12.479	3.838	13.224	4.171	1.918	2.418	2.705	2.425	1.393	0.827	2.299	1.745	1.121
51.50793	3.793	52.22	38.261	49.048	43.99	23.72	28.07	5.024	5.338	51.431	37.897	45.926	41.64	76.817	33.148	8.091	7.174	51.24	39.994	48.06	43.514	78.366	27.393	6.646	36.149	5.376	33.022	34.906	3.274	21.602	4.345	2.497	4.778	4.325	26.471	12.515	3.836	13.261	3.977	1.777	2.003	2.731	2.449	1.443	0.849	2.322	1.795	0.814
51.6745	3.653	52.334	38.369	48.621	44.145	23.28	28.088	5.051	5.36	51.269	38.659	46.157	41.824	76.616	33.291	8.031	7.084	51.318	39.662	48.125	43.449	78.384	27.463	6.53	35.354	5.416	33.547	35.454	3.3	21.464	4.56	2.576	4.74	4.591	26.625	12.446	3.889	13.274	3.949	1.805	2.005	2.728	2.422	1.499	0.742	2.296	1.742	0.9
51.84117	3.755	52.09	38.539	48.514	44.368	23.457	28.154	5.125	5.461	51.761	38.391	46.296	42.238	76.553	33.764	8.186	6.993	51.972	39.558	48.1	43.644	78.675	27.692	6.521	35.825	5.405	33.173	35.243	3.321	21.832	4.498	2.459	4.731	4.5	26.855	12.655	3.801	13.455	4.078	1.717	2.08	2.803	2.415	1.575	0.872	2.262	1.763	1.03
52.00783	3.922	52.823	38.513	49.105	44.213	22.831	28.573	5.099	5.467	51.486	38.642	46.585	42.137	76.807	33.758	8.247	7.193	51.731	40.492	48.609	43.655	78.685	28.005	6.692	36.073	5.584	33.276	35.241	3.267	21.506	4.666	2.571	4.878	4.563	27.412	12.778	3.911	13.633	3.97	1.825	2.106	2.833	2.579	1.437	1.006	2.479	1.926	0.972
52.17454	3.817	52.689	38.724	49.222	44.5	22.871	28.661	5.16	5.551	52.198	38.467	46.32	42.315	76.999	34.056	8.276	7.166	52.001	39.389	48.725	43.504	78.657	27.955	6.666	34.945	5.498	33.547	35.782	3.246	21.874	4.588	2.658	4.986	4.509	27.554	12.692	3.971	13.547	4.113	1.751	2.005	2.728	2.504	1.499	0.878	2.296	1.906	1.282
52.34126	3.676	52.741	38.103	49.132	43.885	22.749	28.956	5.181	5.412	52.58	38.806	46.421	42.0	77.054	34.305	8.329	7.111	51.513	39.808	48.691	44.01	78.821	28.416	6.637	35.061	5.448	33.522	35.98	3.486	21.916	4.611	2.735	4.796	4.399	27.111	12.86	3.938	13.66	4.271	1.825	2.079	2.833	2.497	1.519	0.979	2.397	1.98	0.917
52.50793	3.758	52.932	38.76	49.351	44.459	22.885	29.147	5.181	5.494	51.978	38.04	46.394	42.383	77.136	34.442	8.301	7.165	52.579	39.644	48.801	43.819	79.067	28.744	6.555	34.269	5.42	33.686	36.171	3.349	22.162	4.748	2.571	4.96	4.617	27.822	12.724	3.938	13.797	4.052	1.77	1.942	2.751	2.661	1.519	1.006	2.288	1.789	1.054
52.67462	3.719	52.301	38.911	48.936	44.532	22.831	29.126	5.25	5.593	52.169	38.083	46.471	42.182	77.045	34.863	8.345	7.265	52.637	40.098	48.851	44.248	78.977	28.86	6.709	34.638	5.469	33.533	36.103	3.282	22.355	4.599	2.586	4.897	4.744	27.8	12.909	3.843	13.654	4.067	2.002	2.256	2.985	2.62	1.532	0.91	2.41	1.802	1.011
52.84128	3.883	53.258	38.555	49.1	44.861	22.393	29.536	5.195	5.483	52.442	38.493	46.607	42.264	77.181	34.781	8.482	7.211	52.281	40.18	48.851	44.057	79.907	28.669	6.655	34.939	5.551	33.862	36.677	3.336	22.41	4.681	2.696	4.897	4.662	27.937	13.045	4.034	13.845	4.121	1.948	2.092	2.93	2.702	1.614	1.156	2.301	1.993	1.066
53.00793	4.075	52.903	38.993	49.072	44.751	22.585	29.618	5.25	5.483	52.579	38.521	46.635	42.538	77.209	35.109	8.318	7.211	52.527	40.098	48.906	44.248	79.551	29.024	6.737	34.473	5.715	34.108	36.349	3.336	22.191	4.709	2.696	4.87	4.662	28.32	13.155	3.788	13.845	4.395	1.92	2.338	2.848	2.702	1.587	0.937	2.383	1.993	1.066
53.17472	3.778	52.578	39.067	49.244	44.6	22.707	29.896	5.338	5.568	52.17	38.839	46.752	42.634	77.29	35.187	8.375	7.32	52.605	39.541	49.213	43.823	79.277	29.218	6.766	35.396	5.574	34.378	36.642	3.342	22.394	4.822	2.646	4.95	4.718	28.051	13.205	3.849	13.814	4.209	1.736	2.154	2.88	2.654	1.649	0.918	2.309	2.001	0.966
53.34126	3.84	52.678	38.578	49.444	44.455	22.298	30.113	5.313	5.634	52.989	39.123	47.033	42.651	77.31	35.29	8.442	7.393	52.946	39.85	49.032	44.091	79.161	29.852	6.835	35.234	5.66	34.04	36.781	3.372	22.756	4.83	2.569	5.082	4.624	28.925	13.373	3.987	14.063	4.24	1.899	2.152	2.803	2.545	1.564	1.051	2.443	2.19	1.177
53.50793	3.786	52.659	38.678	49.378	44.732	22.803	30.378	5.236	5.576	53.126	38.368	46.831	42.711	77.327	35.562	8.465	7.165	52.743	39.945	48.801	44.01	79.067	29.947	6.966	34.979	5.612	34.671	36.964	3.431	22.627	4.83	2.653	4.96	4.645	28.642	13.352	3.938	14.043	4.216	1.907	2.079	2.669	2.661	1.601	1.006	2.315	1.926	0.999
53.67477	3.825	52.325	38.865	49.914	44.985	22.462	30.6	5.381	5.59	53.291	38.339	47.12	43.345	77.593	35.908	8.535	7.238	53.052	39.56	48.844	44.373	79.169	29.762	6.818	35.165	5.583	34.412	37.013	3.468	22.618	4.869	2.636	5.008	4.606	28.398	13.324	3.973	14.124	4.171	1.968	2.029	2.925	2.613	1.716	0.928	2.32	1.931	1.028
53.84132	3.938	53.067	39.568	49.702	45.052	22.749	30.713	5.359	5.565	53.126	38.275	47.155	43.276	77.564	36.395	8.537	7.293	53.102	39.605	49.015	44.112	79.332	30.365	6.874	35.349	5.715	34.518	37.252	3.336	22.848	4.928	2.614	5.116	4.799	28.922	13.374	4.007	14.174	4.368	1.948	2.53	2.902	2.675	1.587	1.074	2.328	1.993	0.901
54.00801	3.848	52.931	39.136	50.251	45.084	23.091	30.805	5.489	5.666	52.743	38.144	46.856	43.335	77.664	36.512	8.474	7.338	53.319	39.967	49.127	44.116	79.268	29.964	6.865	35.109	5.623	34.827	37.067	3.274	22.833	5.029	2.524	5.052	4.735	28.823	13.527	4.0	14.245	4.224	1.859	2.332	2.895	2.695	1.662	0.985	2.322	1.905	0.978
54.17477	3.942	52.796	38.602	49.873	45.119	22.625	30.853	5.392	5.786	52.361	38.975	47.08	43.371	77.673	36.663	8.676	7.348	52.632	40.388	49.267	44.315	79.468	30.667	7.203	34.713	5.601	35.116	37.216	3.506	22.94	4.931	2.673	5.087	4.772	29.254	13.451	4.067	13.95	4.537	2.064	1.99	2.907	2.6	1.594	1.082	2.363	1.892	0.993
54.3414	3.942	52.916	38.757	49.879	45.036	23.112	31.46	5.445	5.597	52.784	38.422	47.085	43.452	77.72	36.953	8.705	7.352	52.897	39.753	49.274	44.233	79.406	30.319	6.987	35.633	5.803	35.212	37.426	3.532	23.183	4.931	2.7	5.121	4.749	28.684	13.625	4.01	14.316	4.289	2.033	2.177	2.906	2.706	1.617	0.913	2.413	1.942	1.096
54.50802	3.719	53.505	38.747	50.03	45.654	22.913	31.397	5.523	5.976	52.935	38.822	47.456	43.55	77.865	37.107	8.783	7.539	52.801	39.824	49.152	44.549	79.633	30.885	6.983	35.787	5.715	35.531	37.361	3.501	23.504	5.01	2.668	5.143	4.635	29.086	13.73	4.034	14.311	4.559	1.948	2.42	2.848	2.757	1.504	1.074	2.301	1.911	1.339
54.67473	3.883	53.735	39.396	50.283	45.736	22.962	31.814	5.466	5.759	53.606	38.487	47.16	43.521	78.022	37.315	8.813	7.489	52.957	39.845	49.46	44.467	79.38	30.921	7.233	36.573	5.671	35.107	37.681	3.553	23.584	5.037	2.887	5.177	4.857	29.448	13.658	3.949	14.348	4.503	1.889	2.306	2.847	2.699	1.637	1.206	2.323	1.879	1.168
54.84134	3.786	53.26	38.513	49.706	45.689	23.022	32.018	5.509	5.658	53.81	38.888	47.105	43.722	77.956	37.531	8.903	7.411	52.634	39.808	49.375	44.666	79.587	31.177	7.02	36.401	5.776	35.792	38.112	3.431	23.475	4.939	2.763	5.261	4.781	29.708	13.79	3.938	14.453	4.38	2.016	2.188	3.052	2.688	1.683	1.006	2.561	1.98	1.136
55.00816	3.958	53.314	38.781	50.087	45.685	22.653	31.981	5.489	5.748	53.509	38.308	47.622	43.828	77.911	37.551	8.693	7.42	53.538	39.666	49.892	44.717	79.432	31.031	7.138	35.985	5.759	35.73	37.586	3.521	23.489	4.92	3.016	5.188	4.817	29.48	13.691	4.027	14.546	4.36	1.941	2.195	2.977	2.832	1.58	1.067	2.376	2.014	1.005
55.17474	3.84	52.659	38.924	50.335	45.771	23.405	32.319	5.427	5.631	52.99	38.614	47.57	43.914	77.819	37.695	8.848	7.439	53.317	40.054	49.894	44.584	79.723	31.696	7.102	36.073	5.612	35.71	37.702	3.404	23.885	5.103	2.735	5.179	4.699	29.599	13.954	4.102	14.453	4.599	2.098	2.352	2.997	2.825	1.574	1.006	2.233	1.844	1.136
55.34145	3.907	53.229	38.728	50.188	45.943	23.229	32.189	5.463	5.59	53.017	38.668	47.394	43.619	77.894	37.853	8.809	7.484	53.71	39.916	49.611	44.647	79.69	31.35	7.146	36.836	5.885	36.303	37.89	3.522	23.741	4.979	2.719	5.145	4.688	30.425	13.844	4.055	14.453	4.499	1.968	2.057	2.952	2.723	1.469	0.956	2.484	2.013	1.111
55.50811	3.868	53.545	38.751	50.15	46.155	23.208	32.682	5.534	5.742	53.387	38.471	47.493	44.077	78.112	38.123	8.878	7.388	53.474	40.212	49.491	44.694	79.771	31.816	7.38	36.694	5.786	36.108	38.269	3.539	23.636	5.158	2.707	5.212	4.812	30.399	13.965	4.1	14.655	4.406	1.958	2.266	2.832	2.767	1.624	1.083	2.392	2.003	0.992
55.67489	3.989	53.311	38.454	49.942	45.889	23.339	33.038	5.627	5.672	53.674	39.079	47.805	43.866	78.195	38.291	8.809	7.484	52.97	39.834	49.995	44.784	79.991	32.008	7.338	36.316	5.912	35.892	38.219	3.358	24.042	5.17	2.773	5.254	4.853	30.206	14.146	3.946	14.699	4.581	2.022	2.303	3.035	2.942	1.606	1.038	2.347	2.013	1.028
55.84136	3.938	53.423	38.61	50.304	46.064	23.023	32.956	5.578	5.811	53.537	38.74	47.565	44.042	78.084	38.311	8.947	7.512	53.43	39.851	49.754	44.413	79.798	32.28	7.202	36.252	5.77	36.078	38.319	3.528	24.024	5.037	2.778	5.143	4.963	30.126	14.14	4.007	14.639	4.477	2.002	2.256	3.067	2.784	1.696	1.074	2.328	2.075	1.066
56.00806	3.743	53.913	38.426	50.462	45.943	23.174	33.202	5.545	5.782	53.099	38.093	47.777	44.112	78.25	38.456	8.891	7.539	53.874	39.971	50.077	44.647	79.745	32.474	7.174	37.165	5.967	36.166	38.547	3.44	24.124	5.17	3.102	5.254	4.908	30.042	14.091	4.055	14.781	4.499	2.05	2.139	3.089	2.805	1.771	1.038	2.32	2.013	1.111
56.17484	3.93	53.555	38.325	50.593	45.328	23.436	33.668	5.567	5.697	53.62	38.788	48.155	44.429	78.718	38.601	9.054	7.731	53.633	40.201	50.017	44.801	79.938	32.832	7.173	36.489	5.863	36.281	38.859	3.407	24.526	5.249	2.741	5.201	4.77	30.753	14.179	4.049	14.897	4.604	2.043	2.076	3.03	2.716	1.571	1.112	2.284	1.977	0.936
