	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
44.84258	3.099	47.565	39.31	35.61	4.098	36.89	28.467	45.803	4.284	50.379	38.16	37.622	4.304	37.905	28.811	46.86	3.453	48.085	38.692	36.878	4.17	38.166	29.818	47.916	24.925	34.39	36.035	31.08	3.946	2.751	31.241	13.723	25.841	27.399	38.137	32.353	2.552	2.102	22.489	4.6	24.886	9.113	21.873	15.093	1.421	1.15	7.304	2.311
45.00927	3.017	47.55	39.923	35.675	4.08	37.021	28.057	46.149	4.101	50.618	38.061	37.653	4.318	38.845	29.373	46.877	3.273	47.647	38.332	37.233	4.249	37.775	28.754	47.215	25.17	34.296	35.87	31.411	4.122	2.895	31.281	13.753	25.271	27.379	38.297	33.007	2.794	2.018	22.736	4.612	25.229	9.12	21.86	14.958	1.404	1.135	7.311	2.32
45.17596	3.156	47.59	39.666	35.805	4.089	37.866	28.441	46.35	4.209	50.726	38.484	37.947	4.295	38.489	28.588	46.462	3.444	47.98	38.886	37.137	4.258	38.783	28.977	47.516	24.966	34.75	35.904	31.343	4.229	2.742	31.83	14.063	25.328	27.405	38.136	32.55	2.543	1.833	23.084	4.525	25.35	9.035	22.045	15.139	1.25	1.045	7.291	2.332
45.34266	3.002	47.631	39.733	35.903	4.195	37.996	28.044	46.389	4.219	50.867	38.127	38.078	4.337	38.36	28.811	46.404	3.388	48.28	38.92	37.593	4.333	37.548	29.232	47.525	25.511	34.586	36.23	31.242	4.434	2.751	31.924	14.503	25.06	27.691	38.56	32.678	2.552	1.907	23.563	4.502	24.691	9.145	22.068	15.093	1.389	1.052	7.434	2.344
45.50922	3.026	47.851	40.251	36.033	4.186	36.858	28.766	46.512	4.209	50.921	38.289	37.979	4.425	38.001	29.629	46.82	3.477	48.045	38.886	37.332	4.323	39.043	28.684	48.264	25.064	34.652	36.197	31.245	4.392	2.807	31.83	14.583	24.906	27.47	38.591	32.908	2.641	1.995	24.027	4.622	25.057	9.132	22.078	15.074	1.315	1.142	7.681	2.397
45.67599	3.028	47.896	39.905	36.044	4.384	37.616	28.482	46.916	4.212	51.261	38.626	38.153	4.396	38.208	29.183	46.67	3.577	48.058	39.19	37.343	4.424	38.339	29.214	48.278	24.779	34.76	35.98	31.45	4.2	2.745	31.547	14.556	24.816	27.576	38.342	32.82	2.611	1.933	24.62	4.496	25.521	9.137	22.053	15.048	1.318	1.015	7.49	2.303
45.84267	2.919	48.038	40.053	36.065	4.177	36.956	28.739	46.863	4.296	51.008	38.484	38.205	4.48	37.968	28.788	47.397	3.533	48.102	39.339	37.526	4.314	38.164	29.177	48.417	24.683	35.011	36.13	31.476	4.317	2.733	31.411	15.15	25.206	27.736	38.362	32.812	2.827	1.888	25.172	4.709	24.936	9.12	22.152	15.153	1.372	1.233	7.96	2.32
46.00938	3.046	47.977	40.04	36.37	4.207	38.073	28.795	47.483	4.396	51.251	38.758	38.123	4.513	37.851	29.337	47.63	3.465	48.334	39.258	37.736	4.476	37.886	29.465	48.786	24.468	34.985	36.048	31.574	4.415	2.861	31.084	15.504	24.701	27.954	38.573	33.273	2.758	2.05	26.134	4.809	24.788	9.358	22.228	15.281	1.4	1.029	8.037	2.36
46.17603	3.135	47.937	40.233	36.141	4.361	37.259	28.671	47.541	4.19	51.207	38.854	38.024	4.6	38.046	29.243	47.296	3.488	48.131	39.68	37.409	4.369	37.69	29.014	48.157	24.738	34.759	36.046	31.48	4.242	2.82	31.218	15.583	24.58	27.603	38.343	32.884	2.554	2.138	25.621	4.636	24.243	9.052	22.075	15.001	1.327	1.12	8.024	2.413
46.34269	3.162	48.221	40.339	36.143	4.421	37.519	28.131	47.041	4.417	51.533	39.184	38.093	4.434	37.755	28.806	48.038	3.515	48.318	39.881	37.771	4.3	38.376	29.129	49.197	24.678	35.145	36.213	31.634	4.631	3.043	31.109	15.575	25.304	27.877	39.032	32.846	2.743	1.971	27.099	5.025	25.52	9.254	22.47	15.351	1.45	1.076	8.325	2.677
46.50939	3.17	48.243	40.407	36.022	4.299	37.53	28.061	47.131	4.389	51.677	39.191	38.003	4.539	37.276	28.634	47.212	3.491	48.242	39.626	37.388	4.372	37.863	29.316	48.432	24.453	35.094	36.155	31.75	4.409	2.855	31.684	15.622	24.783	28.002	38.68	32.959	2.655	2.044	27.126	4.737	24.772	9.317	22.408	15.268	1.264	1.252	8.289	2.645
46.67617	3.052	48.316	40.814	36.514	4.41	37.367	28.617	47.851	4.279	51.799	39.263	38.173	4.587	37.212	29.59	47.938	3.536	48.511	39.604	37.459	4.518	37.41	29.26	48.84	24.57	34.957	36.227	31.735	4.688	2.804	31.634	16.207	25.165	28.168	38.655	33.147	2.797	2.059	27.356	4.886	25.086	9.317	22.589	15.395	1.372	1.093	8.161	2.771
46.84278	3.239	48.425	40.517	36.406	4.336	38.436	28.982	47.762	4.307	51.655	39.125	38.1	4.417	38.085	29.24	47.917	3.658	48.653	39.794	37.648	4.413	37.826	29.53	48.856	24.502	35.237	36.612	31.88	4.487	2.894	31.385	16.749	24.837	28.141	39.139	33.132	2.82	2.182	27.787	4.881	25.543	9.352	22.684	15.348	1.558	1.178	8.655	2.706
